run,seed,step,hazard,alpha,pL_d3,pL_d5,pL_d7
1,7739,20,0.0,0.01,0.44,0.06,0.0
1,7739,21,0.02,0.01,0.5,0.04,0.02
1,7739,22,0.0,0.01,0.48,0.0,0.0
1,7739,23,0.0,0.01,0.36,0.04,0.0
1,7739,24,0.02,0.01,0.34,0.02,0.02
1,7739,25,0.02,0.01,0.54,0.02,0.02
1,7739,26,0.0,0.01,0.44,0.04,0.0
1,7739,27,0.02,0.01,0.4,0.02,0.02
1,7739,28,0.0,0.01,0.54,0.04,0.0
1,7739,29,0.0,0.01,0.38,0.08,0.0
1,7739,30,0.0,0.01,0.36,0.06,0.0
1,7739,31,0.0,0.01,0.46,0.12,0.0
1,7739,32,0.0,0.01,0.3,0.08,0.0
1,7739,33,0.02,0.01,0.44,0.08,0.02
1,7739,34,0.0,0.01,0.36,0.04,0.0
1,7739,35,0.0,0.01,0.36,0.06,0.0
1,7739,36,0.0,0.01,0.44,0.06,0.0
1,7739,37,0.0,0.01,0.42,0.04,0.0
1,7739,38,0.06,0.01,0.4,0.04,0.06
1,7739,39,0.02,0.01,0.4,0.04,0.02
1,7739,40,0.0,0.01,0.4,0.06,0.0
1,7739,41,0.0,0.01,0.5,0.02,0.0
1,7739,42,0.0,0.01,0.26,0.06,0.0
1,7739,43,0.0,0.01,0.36,0.06,0.0
1,7739,44,0.0,0.01,0.32,0.04,0.0
1,7739,45,0.0,0.01,0.44,0.0,0.0
1,7739,46,0.0,0.01,0.42,0.02,0.0
1,7739,47,0.0,0.01,0.36,0.08,0.0
1,7739,48,0.02,0.01,0.32,0.02,0.02
1,7739,49,0.0,0.01,0.4,0.04,0.0
2,6545,0,0.0,0.01,0.32,0.06,0.0
2,6545,1,0.0,0.01,0.36,0.06,0.0
2,6545,2,0.0,0.01,0.28,0.02,0.0
2,6545,3,0.0,0.01,0.24,0.06,0.0
2,6545,4,0.0,0.01,0.3,0.02,0.0
2,6545,5,0.0,0.01,0.32,0.02,0.0
2,6545,6,0.02,0.01,0.34,0.02,0.02
2,6545,7,0.0,0.01,0.4,0.06,0.0
2,6545,8,0.0,0.01,0.5,0.02,0.0
2,6545,9,0.0,0.01,0.32,0.02,0.0
2,6545,10,0.0,0.01,0.48,0.02,0.0
2,6545,11,0.0,0.01,0.44,0.0,0.0
2,6545,12,0.0,0.01,0.38,0.0,0.0
2,6545,13,0.02,0.01,0.36,0.04,0.02
2,6545,14,0.0,0.01,0.36,0.04,0.0
2,6545,15,0.0,0.01,0.28,0.06,0.0
2,6545,16,0.0,0.01,0.38,0.02,0.0
2,6545,17,0.0,0.01,0.26,0.0,0.0
2,6545,18,0.0,0.01,0.5,0.06,0.0
2,6545,19,0.0,0.01,0.4,0.0,0.0
2,6545,20,0.0,0.01,0.38,0.06,0.0
2,6545,21,0.0,0.01,0.3,0.06,0.0
2,6545,22,0.0,0.01,0.32,0.04,0.0
2,6545,23,0.0,0.01,0.5,0.08,0.0
2,6545,24,0.02,0.01,0.28,0.04,0.02
2,6545,25,0.0,0.01,0.38,0.02,0.0
2,6545,26,0.0,0.01,0.38,0.04,0.0
2,6545,27,0.0,0.01,0.38,0.02,0.0
2,6545,28,0.0,0.01,0.4,0.04,0.0
2,6545,29,0.02,0.01,0.42,0.02,0.02
2,6545,30,0.0,0.01,0.26,0.02,0.0
2,6545,31,0.0,0.01,0.48,0.02,0.0
2,6545,32,0.0,0.01,0.3,0.0,0.0
2,6545,33,0.0,0.01,0.48,0.04,0.0
2,6545,34,0.0,0.01,0.52,0.04,0.0
2,6545,35,0.0,0.01,0.4,0.0,0.0
2,6545,36,0.0,0.01,0.36,0.04,0.0
2,6545,37,0.0,0.01,0.32,0.0,0.0
2,6545,38,0.0,0.01,0.36,0.06,0.0
2,6545,39,0.0,0.01,0.34,0.0,0.0
2,6545,40,0.0,0.01,0.34,0.04,0.0
2,6545,41,0.0,0.01,0.42,0.02,0.0
2,6545,42,0.0,0.01,0.4,0.04,0.0
2,6545,43,0.0,0.01,0.34,0.02,0.0
2,6545,44,0.02,0.01,0.34,0.02,0.02
2,6545,45,0.0,0.01,0.48,0.02,0.0
2,6545,46,0.0,0.01,0.22,0.08,0.0
2,6545,47,0.0,0.01,0.4,0.0,0.0
2,6545,48,0.0,0.01,0.44,0.02,0.0
2,6545,49,0.0,0.01,0.34,0.08,0.0
3,4388,0,0.0,0.01,0.2,0.0,0.0
3,4388,1,0.0,0.01,0.22,0.0,0.0
3,4388,2,0.0,0.01,0.38,0.06,0.0
3,4388,3,0.02,0.01,0.3,0.02,0.02
3,4388,4,0.04,0.01,0.26,0.0,0.04
3,4388,5,0.0,0.01,0.4,0.02,0.0
3,4388,6,0.0,0.01,0.32,0.04,0.0
3,4388,7,0.0,0.01,0.22,0.02,0.0
3,4388,8,0.0,0.01,0.34,0.02,0.0
3,4388,9,0.0,0.01,0.34,0.02,0.0
3,4388,10,0.0,0.01,0.48,0.04,0.0
3,4388,11,0.0,0.01,0.48,0.02,0.0
3,4388,12,0.02,0.01,0.28,0.0,0.02
3,4388,13,0.0,0.01,0.42,0.06,0.0
3,4388,14,0.02,0.01,0.5,0.06,0.02
3,4388,15,0.0,0.01,0.46,0.04,0.0
3,4388,16,0.0,0.01,0.22,0.0,0.0
3,4388,17,0.02,0.01,0.52,0.02,0.02
3,4388,18,0.0,0.01,0.42,0.04,0.0
3,4388,19,0.0,0.01,0.38,0.08,0.0
3,4388,20,0.02,0.01,0.34,0.06,0.02
3,4388,21,0.0,0.01,0.34,0.0,0.0
3,4388,22,0.0,0.01,0.38,0.1,0.0
3,4388,23,0.02,0.01,0.22,0.02,0.02
3,4388,24,0.0,0.01,0.32,0.02,0.0
3,4388,25,0.02,0.01,0.38,0.0,0.02
3,4388,26,0.0,0.01,0.38,0.02,0.0
3,4388,27,0.0,0.01,0.42,0.06,0.0
3,4388,28,0.02,0.01,0.3,0.06,0.02
3,4388,29,0.0,0.01,0.42,0.04,0.0
3,4388,30,0.0,0.01,0.44,0.02,0.0
3,4388,31,0.04,0.01,0.34,0.02,0.04
3,4388,32,0.0,0.01,0.36,0.02,0.0
3,4388,33,0.0,0.01,0.3,0.0,0.0
3,4388,34,0.02,0.01,0.4,0.0,0.02
3,4388,35,0.0,0.01,0.36,0.0,0.0
3,4388,36,0.02,0.01,0.28,0.0,0.02
3,4388,37,0.0,0.01,0.16,0.0,0.0
3,4388,38,0.0,0.01,0.24,0.0,0.0
3,4388,39,0.0,0.01,0.32,0.0,0.0
3,4388,40,0.0,0.01,0.36,0.04,0.0
3,4388,41,0.0,0.01,0.32,0.02,0.0
3,4388,42,0.0,0.01,0.4,0.0,0.0
3,4388,43,0.0,0.01,0.38,0.0,0.0
3,4388,44,0.0,0.01,0.36,0.0,0.0
3,4388,45,0.02,0.01,0.46,0.04,0.02
3,4388,46,0.02,0.01,0.38,0.02,0.02
3,4388,47,0.0,0.01,0.38,0.0,0.0
3,4388,48,0.0,0.01,0.3,0.02,0.0
3,4388,49,0.0,0.01,0.44,0.02,0.0
4,4330,0,0.0,0.01,0.3,0.04,0.0
4,4330,1,0.0,0.01,0.18,0.02,0.0
4,4330,2,0.0,0.01,0.24,0.0,0.0
4,4330,3,0.0,0.01,0.42,0.0,0.0
4,4330,4,0.02,0.01,0.24,0.0,0.02
4,4330,5,0.0,0.01,0.46,0.0,0.0
4,4330,6,0.0,0.01,0.24,0.0,0.0
4,4330,7,0.0,0.01,0.28,0.0,0.0
4,4330,8,0.0,0.01,0.26,0.0,0.0
4,4330,9,0.0,0.01,0.36,0.06,0.0
4,4330,10,0.0,0.01,0.34,0.0,0.0
4,4330,11,0.0,0.01,0.38,0.0,0.0
4,4330,12,0.0,0.01,0.2,0.04,0.0
4,4330,13,0.0,0.01,0.22,0.04,0.0
4,4330,14,0.02,0.01,0.26,0.06,0.02
4,4330,15,0.0,0.01,0.32,0.0,0.0
4,4330,16,0.0,0.01,0.08,0.0,0.0
4,4330,17,0.0,0.01,0.18,0.02,0.0
4,4330,18,0.0,0.01,0.3,0.04,0.0
4,4330,19,0.0,0.01,0.28,0.04,0.0
4,4330,20,0.02,0.01,0.22,0.02,0.02
4,4330,21,0.0,0.01,0.18,0.02,0.0
4,4330,22,0.0,0.01,0.28,0.0,0.0
4,4330,23,0.0,0.01,0.2,0.04,0.0
4,4330,24,0.0,0.01,0.18,0.02,0.0
4,4330,25,0.0,0.01,0.26,0.02,0.0
4,4330,26,0.0,0.01,0.16,0.04,0.0
4,4330,27,0.0,0.01,0.18,0.06,0.0
4,4330,28,0.02,0.01,0.1,0.06,0.02
4,4330,29,0.0,0.01,0.18,0.04,0.0
4,4330,30,0.02,0.01,0.18,0.02,0.02
4,4330,31,0.0,0.01,0.12,0.08,0.0
4,4330,32,0.0,0.01,0.16,0.0,0.0
4,4330,33,0.0,0.01,0.08,0.0,0.0
4,4330,34,0.0,0.01,0.04,0.0,0.0
4,4330,35,0.0,0.01,0.1,0.04,0.0
4,4330,36,0.0,0.01,0.14,0.0,0.0
4,4330,37,0.0,0.01,0.08,0.0,0.0
4,4330,38,0.0,0.01,0.04,0.02,0.0
4,4330,39,0.0,0.01,0.18,0.0,0.0
4,4330,40,0.0,0.01,0.16,0.02,0.0
4,4330,41,0.0,0.01,0.12,0.04,0.0
4,4330,42,0.02,0.01,0.18,0.02,0.02
4,4330,43,0.0,0.01,0.16,0.0,0.0
4,4330,44,0.0,0.01,0.06,0.02,0.0
4,4330,45,0.0,0.01,0.04,0.06,0.0
4,4330,46,0.0,0.01,0.1,0.0,0.0
4,4330,47,0.0,0.01,0.1,0.04,0.0
4,4330,48,0.0,0.01,0.1,0.02,0.0
4,4330,49,0.0,0.01,0.06,0.0,0.0
